file,length,cluster
./data\nine\nine-098.json,1.9019,0
./data\nine\nine-040.json,2.736066666666667,1
./data\nine\nine-114.json,1.8685333333333334,1
./data\nine\nine-100.json,1.0677333333333334,2
./data\nine\nine-104.json,2.3023000000000002,3
./data\nine\nine-094.json,0.7340666666666666,4
./data\nine\nine-061.json,0.6673333333333333,5
./data\nine\nine-022.json,2.9362666666666666,6
./data\nine\nine-045.json,3.4701333333333335,6
./data\nine\nine-014.json,2.0353666666666665,7
./data\nine\nine-060.json,0.5005000000000001,8
./data\nine\nine-099.json,0.8341666666666667,9
./data\nine\nine-072.json,1.2679333333333334,10
./data\nine\nine-080.json,1.6683333333333334,11
./data\nine\nine-082.json,1.5348666666666666,11
./data\nine\nine-066.json,2.2022,12
./data\nine\nine-064.json,2.8361666666666667,13
./data\nine\nine-087.json,1.3680333333333334,14
./data\nine\nine-054.json,2.5025,15
./data\nine\nine-084.json,1.0343666666666667,16
./data\nine\nine-085.json,0.7340666666666666,16
./data\nine\nine-076.json,2.9696333333333333,17
./data\nine\nine-108.json,2.6693333333333333,18
./data\nine\nine-107.json,1.9019,19
./data\nine\nine-058.json,0.5005000000000001,20
./data\nine\nine-049.json,3.003,21
./data\nine\nine-115.json,1.5348666666666666,22
./data\nine\nine-023.json,2.5358666666666667,23
./data\nine\nine-112.json,3.003,24
./data\nine\nine-039.json,2.168833333333333,25
./data\nine\nine-113.json,1.6349666666666667,26
./data\nine\nine-074.json,2.3356666666666666,27
./data\nine\nine-070.json,2.435766666666667,28
./data\nine\nine-008.json,3.7370666666666668,29
./data\nine\nine-011.json,2.3023000000000002,30
./data\nine\nine-090.json,0.9676333333333333,31
./data\nine\nine-017.json,3.1698333333333335,32
./data\nine\nine-086.json,2.8361666666666667,33
./data\nine\nine-005.json,3.6036,34
./data\nine\nine-030.json,1.6683333333333334,34
./data\nine\nine-016.json,3.7037,35
./data\nine\nine-034.json,1.7684333333333333,36
./data\nine\nine-025.json,3.2032000000000003,37
./data\nine\nine-041.json,1.7350666666666668,38
./data\nine\nine-043.json,0.7340666666666666,38
./data\nine\nine-077.json,0.8341666666666667,39
./data\nine\nine-056.json,2.9029000000000003,40
./data\nine\nine-067.json,0.9342666666666667,40
./data\nine\nine-063.json,1.6349666666666667,41
./data\nine\nine-062.json,0.9009,42
./data\nine\nine-091.json,1.0010000000000001,43
./data\nine\nine-092.json,0.5005000000000001,44
./data\nine\nine-093.json,0.5005000000000001,45
./data\nine\nine-024.json,1.9352666666666667,46
./data\nine\nine-037.json,3.7370666666666668,47
./data\nine\nine-083.json,1.9352666666666667,48
./data\nine\nine-055.json,3.8705333333333334,49
./data\nine\nine-018.json,2.769433333333333,50
./data\nine\nine-015.json,3.1698333333333335,51
./data\nine\nine-026.json,2.0353666666666665,52
./data\nine\nine-027.json,2.9362666666666666,53
./data\nine\nine-019.json,2.736066666666667,54
./data\nine\nine-106.json,0.7340666666666666,55
./data\nine\nine-042.json,2.8695333333333335,56
./data\nine\nine-081.json,1.7017,57
./data\nine\nine-103.json,0.5672333333333334,58
./data\nine\nine-075.json,2.0687333333333333,59
./data\nine\nine-007.json,1.6349666666666667,60
./data\nine\nine-109.json,0.6006,61
./data\nine\nine-110.json,0.5005000000000001,62
./data\nine\nine-111.json,0.6339666666666667,62
./data\nine\nine-088.json,0.8675333333333334,63
./data\nine\nine-035.json,2.5692333333333335,64
./data\nine\nine-101.json,1.1011,65
./data\nine\nine-095.json,1.5682333333333334,66
./data\nine\nine-032.json,4.070733333333333,67
./data\nine\nine-105.json,1.8685333333333334,68
./data\nine\nine-059.json,3.7037,69
./data\nine\nine-020.json,2.2355666666666667,70
./data\nine\nine-065.json,0.8675333333333334,70
./data\nine\nine-006.json,1.6683333333333334,71
./data\nine\nine-078.json,1.4347666666666667,72
./data\nine\nine-053.json,3.4701333333333335,73
./data\nine\nine-044.json,3.370033333333333,74
./data\nine\nine-068.json,3.036366666666667,75
./data\nine\nine-010.json,1.9686333333333335,76
./data\nine\nine-079.json,0.8008000000000001,77
./data\nine\nine-047.json,3.069733333333333,78
./data\nine\nine-029.json,3.9706333333333332,79
./data\nine\nine-073.json,3.3033,80
./data\nine\nine-057.json,3.4034,81
./data\nine\nine-102.json,1.3680333333333334,82
./data\nine\nine-033.json,3.7037,83
./data\nine\nine-050.json,1.5348666666666666,84
./data\nine\nine-012.json,0.5338666666666667,85
./data\nine\nine-097.json,3.4701333333333335,86
./data\nine\nine-028.json,2.6693333333333333,87
./data\nine\nine-038.json,1.1011,88
./data\nine\nine-096.json,3.3033,89
